Año,Artista,Composición,Género,nacionalidad,escenario,tiempo / escenario,headliner,Dia 
2015,Jack White,Solista,Masculino,Estados Unidos,VTR Stage,120 minutos,Si,Sabado
2015,Javiera y los imposibles,Solista,Mixto,chile,Lotus Stage,60 minutos,No,Sabado
2015,Kasabian,Banda,Masculino,Reino Unido,Coca Cola Stage,75 minutos,No,domingo
2015,Kill The Noise,Solista,Masculino,Estados Unidos,d-Box VTR Stage,60 minutos,No,Sabado
2015,Kings of leon,Banda,Masculino,Estados Unidos,VTR Stage,90 minutos,Si,domingo
2015,La ciscu Margaret,Banda,Masculino,chile,Kidzapalooza,45 minutos,No,Sabado
2015,Las aventuras del barco volador,Banda,Mixto,Chile,Kidzapalooza,45 minutos,No,domingo
2015,Lilits,Banda,Femenino,Chile,Lotus Stage,45 minutos,No,domingo
2015,Lopez,Banda,Masculino,Chile,Coca Cola Stage,45 minutos,No,Sabado
2015,Los Plumabits,Banda,Mixto,chile,Kidzapalooza,45 minutos,No,domingo
2015,Lumumba,Banda,Masculino,Argentina,Coca Cola Stage,60 minutos,No,domingo
2015,Major Lazer,Banda,Masculino,Estados Unidos,D-Box VTR Stage,90 minutos,No,domingo
2015,Manu Da Banda,Banda,Mixto,Chile,Lotus Stage,45 minutos,No,Sabado
2015,Maria Magdalena,solista,Femenino,Chile,Lotus Stage,45 minutos,No,domingo
2015,Marineros,Banda,Femenino,Chile,Lotus Stage,30 minutos,No,Sabado
2015,Mass Mental,Banda,Masculino,Estados Unidos,Acer Stage,45 minutos,No,domingo
2015,MATANZA,Banda,Masculino,Chile,d-Box VTR Stage,60 minutos,No,Sabado
2015,Maxi Trusso,Solista,Masculino,Argentina,Acer Stage,45 minutos,no,Sabado
2015,Miss Garrison,Banda,Mixto,Chile,Lotus Stage,60 minutos,No,domingo
2015,MKRNI,Banda,Mixto,Chile,d-Box VTR Stage,60 minutos,No,Sabado
2015,Molotov,Banda,Masculino,Mexico,Coca Cola Stage,60 minutos,No,Sabado
2015,Mosquitas Muertas,Banda,Mixto,chile,Kidzapalooza,45 minutos,No,domingo
2015,Nicky Romero,Solista,Masculino,Holanda,d-Box VTR Stage,90 minutos,No,Sabado
2015,Oh Margot!,Banda,Mixto,Chile,Lotus Stage,30 minutos,No,Sabado
2015,Pedro Piedra,Solista,Masculino,Chile,Coca Cola Stage,45 minutos,No,domingo
2015,Portavoz,Solista,Masculino,Chile,Acer Stage,45 minutos,No,domingo
2015,Power Peralta,Banda,Masculino,Chile,Kidzapalooza,45 minutos,No,Sabado
2015,Quique Neira,Solista,Masculino,Chile,VTR Stage,45 minutos,No,Domingo
2015,Ritmo Machine,Banda,Masculino,Chile,d-Box VTR Stage,60 minutos,No,Sabado
2015,Robert Plant,Solista,Masculino,Reino Unido,VTR Stage,75 minutos,No,domingo
2015,Rudimental,Banda,Masculino,Reino Unido,D-Box VTR Stage,60 minutos,No,domingo
2015,RVSB,Banda,Masculino,Chile,D-Box VTR Stage,60 minutos,No,domingo
2015,SBTRKT,solista,Masculino,Reino Unido,Acer Stage,60 minutos,No,domingo
2015,Skrillex,Solista,Masculino,Estados Unidos,Coca Cola Stage,90 minutos,Si,Sabado
2015,ST Vicent,Solista,Femenino,Estados Unidos,Acer Stage,75 minutos,No,Sabado
2015,The Helmets,Banda,Mixto,Chile,Kidzapalooza,45 minutos,No,Sabado
2015,The Kooks,Banda,Masculino,Reino Unido,VTR Stage,60 minutos,No,Sabado
2015,the last internationale,Banda,Mixto,Estados Unidos,Acer Stage,60 minutos,No,domingo
2015,The Smashing Pumpkins,Banda,Mixto,Estados Unidos,VTR Stage,75 minutos,No,Sabado
2015,The Specials,Banda,Masculino,Reino Unido,VTR Stage,60 minutos,No,domingo
2015,Tinariwen,Banda,Mixto,Mali,Lotus Stage,60 minutos,No,domingo
2015,Yajaira,Banda,Masculino,Chile,Lotus Stage,60 minutos,No,domingo
2015,Zaturno,Solista,Masculino,chile,Acer Stage,60 minutos,No,Sabado
2016,A-Trak,Solista,Masculino,Canada,Perry's Stage by VTR	,60 minutos,No,domingo
2016,Aguaturbia,Banda,Mixto,chile,Lotus Stage,60 minutos,No,domingo
2016,Alabama Shakes,Banda,Mixto,Estados Unidos,VTR Stage,60 minutos,No,domingo
2016,Albert Hammond Jr,solista,Masculino,Estados Unidos,Itau Stage,60 minutos,No,Sabado
2016,Ases Falsos,Banda,Masculino,chile,Itau Stage,45 minutos,No,Sabado
2016,Babasonicos,Banda,Masculino,Argentina,Itau Stage,60 minutos,No,domingo
2016,Bad Religion,Banda,Masculino,Estados Unidos,Itau Stage,60 minutos,No,domingo
2016,Bitman & Roban,Banda,Masculino,Chile,Perry's Stage by VTR	,60 minutos,No,Sabado
2016,Brandon Flowers,solista,Masculino,Estados Unidos,Itau Stage,60 minutos,No,domingo
2016,cachureos,Banda,Mixto,chile,Kidzapalooza,45 minutos,No,Sabado
2016,Candlebox,Banda,Masculino,estados Unidos,Acer Windows 10 Stage,60 minutos,No,Sabado
2016,Cantando aprendo a hablar,Banda,Mixto,chile,Kidzapalooza,45 minutos,No,domingo
2016,Despertando Las neuronas,Banda,Mixto,chile,Kidzapalooza,45 minutos,No,Sabado
2016,Die Antwoord,Banda,Mixto,Sudafrica,Acer Windows 10 Stage,75 minutos,No,domingo
2016,Dj Who,solista,Masculino,Chile,Perry's Stage by VTR	,60 minutos,No,Sabado
2016,Duke Dumont,solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,No,Sabado
2016,eagles of death metal,Banda,Masculino,estados Unidos,VTR Stage,60 minutos,No,Sabado
2016,Eminem,solista,Masculino,estados Unidos,VTR Stage,90 minutos,Si,Sabado
2016,Florcita Motuda,Solista,Masculino,chile,Kidzapalooza,45 minutos,No,domingo
2016,Florence and The Machine,solista,Femenino,Reino Unido,VTR Stage,80 minutos,Si,domingo
2016,Flosstradamus,Banda,Masculino,Estados Unidos,Perry's Stage by VTR	,60 minutos,No,Sabado
2016,Follazkoid,Banda,Mixto,chile,Lotus Stage,60 minutos,No,Sabado
2016,Gepe,solista,Masculino,chile,Acer Windows 10 Stage,75 minutos,No,Sabado
2016,Ghost,Banda,Masculino,Suecia,Acer Windows 10 Stage,60 minutos,No,domingo
2016,Gramatik,Solista,Masculino,Eslovenia,Perry's Stage by VTR	,60 minutos,No,domingo
2016,Halsey,solista,Femenino,estados Unidos,Acer Windows 10 Stage,60 minutos,No,Sabado
2016,Haumoana,Banda,Masculino,chile,Kidzapalooza,45 minutos,No,domingo
2016,Jack Novak,solista,Femenino,Estados Unidos,Perry's Stage by VTR	,60 minutos,No,Sabado
2016,Jack U,Banda,Masculino,estados Unidos,Itau Stage,90 minutos,si,Sabado
2016,Javiera Mena,solista,Femenino,chile,Itau Stage,60 minutos,No,Sabado
2016,Jiminelson,solista,Masculino,chile,Acer Windows 10 Stage,45 minutos,No,Sabado
2016,Julius Popper,Banda,Masculino,Chile,Lotus Stage,45 minutos,No,Sabado
2016,Jungle,Banda,Mixto,reino Unido,VTR Stage,60 minutos,No,Sabado
2016,Kaskade,Solista,Masculino,Estados Unidos,Perry's Stage by VTR	,75 minutos,No,domingo
2016,Kuervos del Sur,Banda,Masculino,chile,Lotus Stage,45 minutos,No,Sabado
2016,La Guacha,Banda,Mixto,Chile,Lotus Stage,45 minutos,No,domingo
2016,Magaly Fields,Banda,Masculino,Chile,Lotus Stage,45 minutos,no,Sabado
2016,Magia Real,Banda,Mixto,chile,Kidzapalooza,45 minutos,No,Sabado
2016,Marisa and the Diamonds,Solista,Femenino,Reino Unido,Acer Windows 10 Stage,60 minutos,No,domingo
2016,Matthew Koma ,Solista,Masculino,Estados Unidos,Perry's Stage by VTR	,60 minutos,No,domingo
2016,Mike Tompkins,Solista,Masculino,Reino Unido,Kidzapalooza,45 minutos,No,domingo
2016,Movimiento Original,Banda,Masculino,chile,VTR Stage,45 minutos,No,Sabado
2016,Mumford & Sons,Banda,Masculino,Reino Unido,Itau Stage,90 minutos,Si,domingo
2016,noel gallagher's high flying birds,Banda,Masculino,reino Unido,VTR Stage,75 minutos,No,domingo
2016,Oddó,Banda,Masculino,Chile,Lotus Stage,45 minutos,No,domingo
2016,Odesza,Banda,Masculino,Estados Unidos,Acer Windows 10 Stage,60 minutos,No,domingo
2016,Of Monsters and men,Banda,Mixto,islandia,Itau Stage,75 minutos,No,Sabado
2016,Planeta No,Banda,Masculino,Chile,Lotus Stage,45 minutos,No,domingo
2016,RL Grime,Solista,Masculino,estados Unidos,Perry's Stage by VTR	,75 minutos,No,domingo
2016,School of Rock,Banda,Mixto,chile,Kidzapalooza,45 minutos,No,Sabado
2016,Seeed,Banda,Masculino,Alemania,Acer Windows 10 Stage,60 minutos,No,domingo
2016,Stone Giant,Banda,Masculino,Estados Unidos,Lotus Stage,45 minutos,No,domingo
2016,Tame Impala,Banda,Masculino,Australia,VTR Stage,75 minutos,No,Sabado
2016,Telebit,Banda,Masculino,chile,Lotus Stage,45 minutos,no,Sabado
2016,The joy formidable,Banda,Mixto,reino Unido,Acer Windows 10 Stage,45 minutos,No,Sabado
2016,The suicide bitches,Banda,Masculino,Chile,Lotus Stage,45 minutos,No,Sabado
2016,Tiano Bless,solista,Masculino,chile,Acer Windows 10 Stage,45 minutos,No,domingo
2016,Tinariwen,Banda,Mixto,Mali,Itau Stage,45 minutos,No,domingo
2016,Todos Tus Muertos,Banda,Masculino,Argentina,Perry's Stage by VTR	,60 minutos,No,Sabado
2016,Tunacola,Banda,Mixto,Chile,Perry's Stage by VTR	,60 minutos,No,domingo
2016,Twenty One Pilots,Banda,Masculino,Estados Unidos,VTR Stage,60 minutos,No,Domingo
2016,Vintage Trouble,Banda,Masculino,estados Unidos,VTR Stage,45 minutos,No,Domingo
2016,Walk the Moon,Banda,Masculino,estados Unidos,Acer Windows 10 Stage,60 minutos,No,Sabado
2016,Zedd,solista,Masculino,Rusia,Perry's Stage by VTR	,75 minutos,No,Sabado
2016,Zeds Dead,Banda,Masculino,Canada,Perry's Stage by VTR	,75 minutos,No,domingo
2017,8 Monkys,Banda,Masculino,chile,Lotus Stage,45 minutos,No,Sabado
2017,Alex Anwandter,Solista,Masculino,chile,VTR Stage,60 minutos,No,domingo
2017,Alok,Solista,Masculino,Brazil,Perry's Stage by VTR	,60 minutos,No,Sabado
2017,Amahiro,Solista,Masculino,chile,Lotus Stage,45 minutos,No,domingo
2017,Angel Parra & Javiera Parra,Banda,Mixto,chile,Kidzapalooza,45 minutos,No,domingo
2017,Beatriz Pichi Malen,Solista,Femenino,Argentina,Kidzapalooza,45 minutos,No,Sabado
2017,Bomba Estereo,Banda,Mixto,Colombia,Acer Windows 10 Stage	,60 minutos,No,Sabado
2017,Boraj,Banda,Masculino,chile,Lotus Stage,45 minutos,No,domingo
2017,Borgore,solista,Masculino,Israel,Perry's Stage by VTR	,60 minutos,No,domingo
2017,Cage The Elephant,Banda,Masculino,Estados Unidos,VTR Stage,60 minutos,No,Sabado
2017,Catfish and The Bottlemen,Banda,Masculino,Reino Unido,Itau Stage,60 minutos,No,domingo
2017,Chicago Toys,Banda,Masculino,chile,Acer Windows 10 Stage,45 minutos,No,domingo
2017,Crisalida,Banda,Mixto,Chile,Lotus Stage,45 minutos,No,Sabado
2017,De tu cuna a tu tumba,Banda,Masculino,chile,Kidzapalooza,45 minutos,No,Sabado
2017,Diplo,Solista,Masculino,Estados Unidos,Perry's Stage by VTR	,75 minutos,No,Sabado
2017,Dj who,Solista,Masculino,Chile,Perry's Stage by VTR	,60 minutos,No,Sabado
2017,Don Diablo,Solista,Masculino,Holanda,Perry's Stage by VTR	,60 minutos,No,Sabado
2017,Dr Vena,Banda,Masculino,Chile,Lotus Stage,45 minutos,No,Sabado
2017,Duran Duran,Banda,Masculino,Reino Unido,Itau Stage,75 minutos,No,domingo
2017,El barco volador,Banda,Mixto,chile,Kidzapalooza,45 minutos,No,domingo
2017,Enrique Icka,Solista,Masculino,chile,Lotus Stage,45 minutos,No,domingo
2017,Flume,solista,Masculino,Australia,Acer Windows 10 Stage,75 minutos,No,domingo
2017,G-Eazy,Solista,Masculino,Estados Unidos,Acer Windows 10 Stage	,60 minutos,No,Sabado
2017,Glass Animals,Banda,Masculino,Reino Unido,Itau Stage,60 minutos,No,Sabado
2017,Gondwana,Banda,Masculino,chile,Itau Stage,60 minutos,No,domingo
2017,Griz,solista,Masculino,Estados Unidos,Perry's Stage by VTR	,60 minutos,No,domingo
2017,Jimmy Eat World,Banda,Masculino,estados Unidos,VTR Stage,60 minutos,No,domingo
2017,La Pozze Latina,Banda,Masculino,Chile,VTR Stage,45 minutos,No,Sabado
2017,Liricistas,Banda,Masculino,chile,Itau Stage,45 minutos,No,domingo
2017,Lopez,Banda,Masculino,Chile,Lotus Stage,45 minutos,No,Sabado
2017,Lucybell,Banda,Masculino,CHile,VTR Stage,60 minutos,No,Sabado
2017,Mad Professor,Solista,Masculino,Guayana,Lotus Stage,75 minutos,No,domingo
2017,Mariel Mariel,Solista,Femenino,chile,Lotus Stage,45 minutos,No,domingo
2017,Marshmello,Solista,Masculino,Estados Unidos,Perry's Stage by VTR	,75 minutos,No,Sabado
2017,Martin Garrix,Solista,Masculino,Holanda,Perry's Stage by VTR	,75 minutos,No,domingo
2017,Mazapán y Nerven&Zeller,Banda,Femenino,chile,Kidzapalooza,45 minutos,No,domingo
2017,Me llamo Sebastian,Solista,Masculino,Chile,Lotus Stage,45 minutos,No,Sabado
2017,Melanie Martinez,solista,Femenino,Estados Unidos,Acer Windows 10 Stage,60 minutos,No,domingo
2017,Metallica,Banda,Masculino,Estados Unidos,VTR Stage,120 minutos,Si,Sabado
2017,MØ,solista,Femenino,dinamarca,Acer Windows 10 Stage,60 minutos,No,domingo
2017,Nervo,Banda,Femenino,Australia,Perry's Stage by VTR	,75 minutos,No,domingo
2017,Newen Afrobeat,Banda,Mixto,Chile,Acer Windows 10 Stage	,45 minutos,No,Sabado
2017,Oliver Heldens,Solista,Masculino,Holanda,Perry's Stage by VTR	,75 minutos,No,domingo
2017,Paz Court,Banda,Femenino,chile,Lotus Stage,45 minutos,No,Sabado
2017,Piececitos en Concierto,Banda,Masculino,chile,Kidzapalooza,45 minutos,No,domingo
2017,Prehistoricos,Banda,Mixto,Chile,Acer Windows 10 Stage	,45 minutos,No,Sabado
2017,Rancid,Banda,Masculino,Estados Unidos,VTR Stage,60 minutos,No,Sabado
2017,Rey Puesto,Banda,Masculino,Chile,Lotus Stage,45 minutos,No,Sabado
2017,Rod Valdes,solista,Masculino,Chile,Perry's Stage by VTR	,60 minutos,No,domingo
2017,Roman & Castro,Banda,Masculino,Chile,Perry's Stage by VTR	,60 minutos,No,Sabado
2017,Silversun Pickups,Banda,Mixto,Estados Unidos,Acer Windows 10 Stage	,60 minutos,No,Sabado
2017,Sophi Lira,Solista,Femenino,Estados Unidos,Kidzapalooza,45 minutos,No,Sabado
2017,Tchami,Solista,Masculino,Francia,Perry's Stage by VTR	,60 minutos,No,Sabado
2017,Tegan And Sara,Banda,Femenino,Canada,Acer Windows 10 Stage,60 minutos,No,domingo
2017,Temple Agents,Banda,Masculino,chile,Lotus Stage,45 minutos,No,domingo
2017,The 1975,Banda,Masculino,Reino Unido,Itau Stage,60 Minutos,No,Sabado
2017,The Helmets,Banda,Masculino,Estados Unidos,Kidzapalooza,45 minutos,No,Sabado
2017,The Strokes,Banda,Masculino,Estados Unidos,VTR Stage,90 minutos,si,domingo
2017,The Weeknd,Solista,Masculino,Canada,Itau Stage,90 minutos,Si,domingo
2017,The XX,Banda,Mixto,Reino Unido,Itau Stage,75 minutos,Si,Sabado
2017,Tove Lo,Solista,Femenino,Suecia,Acer Windows 10 Stage	,60 minutos,No,Sabado
2017,Tus Amigos Nuevos,Banda,Masculino,Chile,Lotus Stage,45 minutos,No,domingo
2017,Two Door Cinema Clun,Banda,Masculino,Reino Unido,VTR Stage,75 minutos,No,domingo
2017,Vance Joy,solista,Masculino,Australia,Acer Windows 10 Stage,60 minutos,No,domingo
2017,Villa Cariño,Banda,Masculino,CHile,Itau Stage,45 minutos,No,Sabado
2017,Vives&Forero,Banda,Masculino,Chile,Perry's Stage by VTR	,60 minutos,No,domingo
2017,We are the Grand,Banda,Masculino,chile,VTR Stage,45 minutos,No,domingo
2017,Weichafe,Banda,Masculino,CHile,Itau Stage,60 minutos,No,Sabado
2017,Zaturno & Mc Piri,Banda,Masculino,chile,Lotus Stage,60 minutos,No,domingo
2018,31 minutos,Banda,Mixto,CHile,Kidzapalooza,75 minutos,no,viernes
2018,31 minutos,Banda,Mixto,chile,Kidzapalooza,75 minutos,no,Sabado
2018,Alain Johannes Trio,Banda,Masculino,chile,VTR Stage,60 minutos,no,Sabado
2018,Alan Walker,Solista,Masculino,noruega,Perry's Stage by VTR	,60 minutos,no,viernes
2018,Alex June,Solista,Femenino,chile,Aldea Verde Stage,45 minutos,no,viernes
2018,Alison Wonderland,Solista,Femenino,Australia,Perry's Stage by VTR	,60 minutos,no,Sabado
2018,Amilcar Nadal,Solista,Masculino,argentina,Lotus Stage,45 minutos,no,Sabado
2018,Anderson Paak,Solista,Masculino,estados Unidos,Acer Stage,60 minutos,no,Sabado
2018,Aurora,Solista,Femenino,noruega,Acer Stage,60 minutos,no,viernes
2018,Aventuras del Barco Volador,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2018,Bajofondo,Banda,Mixto,argentina,Acer Stage,60 minutos,no,viernes
2018,Boom Boom kid,Solista,Masculino,argentina,Lotus Stage,60 minutos,no,domingo
2018,Camila cabello,Solista,Femenino,cuba,Acer Stage,60 minutos,no,Sabado
2018,Camileazy,Solista,Masculino,chile,Acer Stage,45 minutos,no,domingo
2018,Ceaese,Solista,Masculino,chile,Acer Stage,45 minutos,no,Sabado
2018,Chance The Rapper,Solista,Masculino,Estados Unidos,VTR Stage,60 minutos,no,Sabado
2018,Chancho en Piedra,Banda,Masculino,chile,VTR Stage,60 minutos,no,Sabado
2018,Cheat Codes,Banda,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,viernes
2018,Como Asesinar a Felipes,Banda,Masculino,chile,Itau Stage,45 minutos,no,viernes
2018,Cordillera,Banda,Masculino,chile,Lotus Stage,60 minutos,no,viernes
2018,Damas Gratis,Banda,Mixto,argentina,Itau Stage,60 minutos,no,domingo
2018,David Byrne,Solista,Masculino,Reino Unido,Itau Stage,60 minutos,no,viernes
2018,De kiruza,Banda,Masculino,chile,Lotus Stage,60 minutos,no,viernes
2018,Deep Roy,Solista,Masculino,kenia,Kidzapalooza,45 minutos,no,Sabado
2018,Deorro,Solista,Masculino,mexico,Perry's Stage by VTR	,60 minutos,no,domingo
2018,Dillon Francis,Solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,viernes
2018,Dj Caso,Solista,Masculino,chile,Perry's Stage by VTR	,60 minutos,no,Sabado
2018,Dj Mel,Solista,Masculino,estados Unidos,Perry's Stage by VTR	,75 minutos,no,domingo
2018,DJ Nea,Solista,Femenino,Canada,Aldea Verde Stage,45 minutos,no,Sabado
2018,Dj Snake,Solista,Masculino,francia,Perry's Stage by VTR	,75 minutos,no,domingo
2018,DVBBS,Banda,Masculino,Canada,Perry's Stage by VTR	,75 minutos,no,Sabado
2018,Ego Kill Talent,Banda,Masculino,brazil,VTR Stage,60 minutos,No,Viernes
2018,El Buho,Solista,Masculino,reino Unido,Aldea Verde Stage,75 minutos,no,Sabado
2018,El Buho,Solista,Masculino,reino Unido,Lotus Stage,75 minutos,no,domingo
2018,Fernando Milagros,Solista,Masculino,chile,Acer Stage,60 minutos,no,Sabado
2018,Fuglar,Banda,Masculino,chile,Lotus Stage,45 minutos,no,viernes
2018,Galantis,Banda,Masculino,Suecia,Perry's Stage by VTR	,75 minutos,no,viernes
2018,Hardwell,Solista,Masculino,Holanda,Perry's Stage by VTR	,75 minutos,no,Sabado
2018,Hedo,Solista,Masculino,chile,Perry's Stage by VTR	,45 minutos,no,viernes
2018,Huasi Kuta,Banda,Masculino,chile,Aldea Verde Stage,45 minutos,no,viernes
2018,Imagine Dragons,Banda,Masculino,estados Unidos,Itau Stage,90 minutos,si,Sabado
2018,Jordan Ferrer,Solista,Masculino,chile,Perry's Stage by VTR	,60 minutos,no,viernes
2018,Kaleo,Banda,Masculino,islandia,VTR Stage,60 minutos,no,Domingo
2018,Kapitol,Banda,Masculino,chile,Acer Stage,45 minutos,no,domingo
2018,Khalid,Solista,Masculino,estados Unidos,Itau Stage,75 minutos,no,domingo
2018,Kuervos del Sur,Banda,Masculino,chile,Itau Stage,45 minutos,no,domingo
2018,Kygo,Solista,Masculino,noruega,Acer Stage,75 minutos,no,viernes
2018,Laguna y el Rio,Banda,Mixto,chile,Kidzapalooza,60 minutos,no,domingo
2018,Lana del Rey,Solista,Femenino,estados Unidos,Itau Stage,90 minutos,si,domingo
2018,Lanza Internacional,Banda,Masculino,chile,Acer Stage,45 minutos,no,viernes
2018,Las Pelotas,Banda,Mixto,argentina,Itau Stage,60 minutos,no,Sabado
2018,Latin Bitman,Solista,Masculino,chile,Lotus Stage,75 minutos,no,Sabado
2018,LCD Soundsystem,Banda,Masculino,estados Unidos,Itau Stage,90 minutos,Si,viernes
2018,Liam Gallagher,Solista,Masculino,reino Unido,VTR Stage,75 minutos,no,domingo
2018,Los Fi,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2018,Los Frutantes,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,Sabado
2018,Los Jaivas,Banda,Mixto,chile,Itau Stage,60 minutos,no,viernes
2018,Louis The Child,Solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,domingo
2018,Mac Miller,Solista,Masculino,estados Unidos,Acer Stage,60 minutos,no,domingo
2018,MacdeMarco,Solista,Masculino,canada,Acer Stage,60 minutos,no,domingo
2018,Matanza ,Solista,Masculino,chile,Aldea Verde Stage,75 minutos,no,Sabado
2018,Matanza ,Banda,Masculino,chile,Lotus Stage,75 minutos,no,domingo
2018,Maxi Vargas,Solista,Masculino,chile,Lotus Stage,60 minutos,no,viernes
2018,Metronomy,Banda,Mixto,reino Unido,VTR Stage,60 minutos,no,Domingo
2018,Milky Chance,Banda,Masculino,Alemania,VTR Stage,60 minutos,No,viernes
2018,Mitu,Banda,Masculino,Colombia,Perry's Stage by VTR	,60 minutos,no,Sabado
2018,MKRNI,Banda,Mixto,chile,Lotus Stage,45 minutos,no,Sabado
2018,MKRNI,Banda,Mixto,chile,Aldea Verde Stage,45 minutos,no,domingo
2018,Mon Laferte,Solista,Femenino,chile,VTR Stage,60 minutos,no,Sabado
2018,Moral distraida,Banda,Masculino,chile,VTR Stage,45 minutos,no,domingo
2018,Movimiento Original,Banda,Masculino,chile,Lotus Stage,60 minutos,no,Sabado
2018,NGHTMRE,Solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,domingo
2018,Oh Wonder,Banda,Mixto,reino Unido,Acer Stage,60 minutos,no,Sabado
2018,Olhaberry el Mago,Solista,Masculino,chile,Kidzapalooza,45 minutos ,no,viernes
2018,Pearl Jam,Banda,Masculino,estados Unidos,VTR Stage,135 minutos,si,viernes
2018,Pedro Piedra,Solista,Masculino,chile,VTR Stage,45 minutos,No,Viernes
2018,Quique Neira,Solista,Masculino,chile,Lotus Stage,60 minutos,no,domingo
2018,Red Hot Chili Peppers,Banda,Masculino,Estados Unidos,VTR Stage,105 minutos,si,Sabado
2018,Ribo,Banda,Masculino,chile,Lotus Stage,45 minutos,no,domingo
2018,Roman & Castro,Banda,Masculino,chile,Aldea Verde Stage,45 minutos,no,domingo
2018,Royal Blood,Banda,Masculino,reino Unido,Itau Stage,60 minutos,no,Sabado
2018,Rubio,Solista,Femenino,chile,Perry's Stage by VTR	,45 minutos,no,Sabado
2018,Santaferia,Banda,Masculino,chile,Itau Stage,45 minutos,no,Sabado
2018,School of Rock,Banda,Mixto,estados Unidos,Kidzapalooza,45 minutos,no,Sabado
2018,Shiba San,Solista,Masculino,Francia,Perry's Stage by VTR	,60 minutos,no,Sabado
2018,Shoot The Radio,Banda,Masculino,argentina,Perry's Stage by VTR	,60 minutos,no,viernes
2018,Sinergia,Banda,Masculino,chile,Lotus Stage,60 minutos,no,viernes
2018,Solucion violeta,Banda,Masculino,chile,Lotus Stage,30 minutos ,no,domingo
2018,Spiral Vortex,Banda,Masculino,chile,Acer Stage,45 minutos,no,viernes
2018,Spiral Vortex,Banda,Masculino,chile,Aldea Verde Stage,45 minutos,no,domingo
2018,Spoon,Banda,Masculino,estados Unidos,Itau Stage,60 minutos,no,Sabado
2018,Tash Sultana,Solista,Femenino,Australia,Acer Stage,60 minutos,no,domingo
2018,Tentempies,Banda,Masculino,chile,Lotus Stage,45 minutos,no,Sabado
2018,The Alive,Banda,Masculino,Estados Unidos,Kidzapalooza,45 minutos,no,viernes
2018,The Ganjas,Banda,Masculino,chile,Lotus Stage,60 minutos,no,viernes
2018,The Killers,Banda,Masculino,estados Unidos,VTR Stage,90 minutos,si,domingo
2018,The National,Banda,Masculino,estados Unidos,VTR Stage,60 minutos,no,viernes
2018,the neighbourhood,Banda,Masculino,estados Unidos,Itau Stage,60 minutos,no,domingo
2018,Thomas Jack,Solista,Masculino,Australia,Perry's Stage by VTR	,60 minutos,no,viernes
2018,Tiano Bless,Solista,Masculino,chile,Lotus Stage,45 minutos,no,domingo
2018,Tumu tapu,Banda,Masculino,chile,Aldea Verde Stage,45 minutos,no,viernes
2018,Vicente Sanfuentes,Solista,Masculino,chile,Lotus Stage,75 minutos,no,sabado
2018,Volbeat,Banda,Masculino,dinamarca,Acer Stage,60 minutos,no,viernes
2018,What so not,Solista,Masculino,Australia,Perry's Stage by VTR	,60 minutos,no,Sabado
2018,Whetan,Solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,domingo
2018,Wiz Khalifa,Solista,Masculino,estados Unidos,Acer Stage,75 minutos,no,domingo
