Año,Artista,Composición,Género,nacionalidad,escenario,tiempo / escenario,headliner,Dia 
2018,Yellow Claw,Banda,Masculino,Holanda,Perry's Stage by VTR	,60 minutos,no,domingo
2018,Zara Larsson,Solista,Femenino,Suecia,Acer Stage,60 minutos,no,Sabado
2018,Zoe,Banda,Masculino,mexico,Itau Stage,60 minutos,no,viernes
2018,Zsanchos,Banda,Masculino,chile,Aldea Verde Stage,60 minutos,no,domingo
2019,A.Chal,solista,Masculino,peru,Aldea Verde Stage,60 minutos,no,sabado
2019,Adelaida,Banda,Mixto,chile,Banco de Chile Stage,45 minutos,no,domingo
2019,Aleman,solista,Masculino,mexico,Lotus Stage,45 minutos,no,Sabado
2019,Alika,solista,Femenino,uruguay,Lotus Stage,45 minutos,no,domingo
2019,Amanitas,Banda,Femenino,chile,Lotus Stage,45 minutos,no,viernes
2019,Americo,solista,Masculino,chile,Lotus Stage,60 minutos,no,sabado
2019,Ana Tijoux,solista,Femenino,chile,Aldea Verde Stage,60 minutos,no,domingo
2019,Angel Parra & los retornados,Banda,Masculino,chile,Kidzapalooza,45 minutos,no,viernes
2019,Artic Monkeys,Banda,Masculino,reino Unido,VTR Stage,105 minutos,si,domingo
2019,Ases Falsos,Banda,Masculino,chile,Acer Stage,45 minutos,no,sabado
2019,Bad Gyal,solista,Femenino,españa,Perry's Stage by VTR	,60 minutos,no,Sabado
2019,Batalla de gallos,Banda,Mixto,chile,Aldea Verde Stage,30 minutos,no,domingo
2019,Booka Shade,Banda,Masculino,Alemania,Aldea Verde Stage,90 minutos,no,sabado
2019,Bring Me The Horizon,Banda,Masculino,reino Unido,VTR Stage,60 minutos,no,sabado
2019,Bronko yotte,solista,Masculino,chile,Acer Stage,45 minutos,no,viernes
2019,C Tangana,solista,Masculino,españa,Lotus Stage,45 minutos,no,domingo
2019,Caetano Moreno Zeca & Tom Veloso,Banda,Masculino,brazil,Lotus Stage,60 minutos,no,viernes
2019,Caramelos de Cianuro,Banda,Masculino,venezuela,Acer Stage,45 minutos,no,domingo
2019,Chancha via circuito,solista,Masculino,argentina,Aldea Verde Stage,60 minutos,no,viernes
2019,Cigerbox Man,Banda,Masculino,chile,Acer Stage,30 minutos,no,domingo
2019,Clairo,solista,Femenino,estados Unidos,Acer Stage,60 minutos,no,viernes
2019,Compadre,Banda,Masculino,chile,Heineken Lounge Stage,60 minutos,no,viernes
2019,Dimitri Vegas & Like Mike,Banda,Masculino,belgica,Perry's Stage by VTR	,75 minutos,no,viernes
2019,Dj Raff,solista,Masculino,chile,Aldea Verde Stage,60 minutos,no,viernes
2019,Dj Raff,solista,Masculino,chile,Heineken Lounge Stage,75 minutos,no,Sabado
2019,Dj Tressor,solista,Masculino,chile,Heineken Lounge Stage,60 minutos,no,viernes
2019,Dj Who,solista,Masculino,chile,Perry's Stage by VTR	,60 minutos,no,Sabado
2019,Don Diablo,solista,Masculino,Holanda,Perry's Stage by VTR	,60 minutos,no,domingo
2019,Drefquila,solista,Masculino,chile,Lotus Stage,45 minutos,no,viernes
2019,Drunvaloop,Banda,Masculino,chile,Heineken Lounge Stage,60 minutos,no,viernes
2019,Elkin Robinson,solista,Masculino,Colombia,Aldea Verde Stage,45 minutos,no,viernes
2019,Entropica,solista,Femenino,chile,Heineken Lounge Stage,60 minutos,no,Sabado
2019,fantasna,solista,Masculino,chile,Heineken Lounge Stage,60 minutos,no,domingo
2019,Fernanda Arrau,solista,Femenino,chile,Heineken Lounge Stage,75 minutos,no,viernes
2019,Fisher,solista,Masculino,Australia,Perry's Stage by VTR	,60 minutos,no,viernes
2019,Fiskales Ad Hok,Banda,Masculino,chile,VTR Stage,45 minutos,no,domingo
2019,Flak,solista,Masculino,chile,Perry's Stage by VTR	,60 minutos,no,sabado
2019,Foals,Banda,Masculino,reino Unido,Banco de Chile Stage,75 minutos,no,domingo
2019,Foji,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,sabado
2019,Francisca Valenzuela,Solista,Femenino,chile,VTR Stage,60 minutos,no,viernes
2019,Frank White Canvas,Banda,Femenino,chile,Banco de Chile Stage,45 minutos,no,viernes
2019,Gepe,solista,Masculino,chile,VTR Stage,60 minutos,no,domingo
2019,Gianluca,solista,Masculino,chile,Lotus Stage,45 minutos,no,Sabado
2019,Golden Rat,solista,Masculino,chile,Heineken Lounge Stage,60 minutos,no,Sabado
2019,Green Valley,Banda,Masculino,españa,Lotus Stage,60 minutos,no,viernes
2019,Greta Van Fleet,Banda,Masculino,estados Unidos,VTR Stage,60 minutos,no,viernes
2019,Griffyn,solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,viernes
2019,GTA,Banda,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,domingo
2019,Hippie Sabotage,Banda,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,sabado
2019,Humbdolt,Banda,Masculino,chile,Acer Stage,45 minutos,no,Sabado
2019,Ile,solista,Femenino,puerto rico,Lotus Stage,45 minutos,no,domingo
2019,Interpol,Banda,Masculino,estados Unidos,VTR Stage,60 minutos,no,Sabado
2019,Isa Rojas,solista,Femenino,chile,Heineken Lounge Stage,60 minutos,no,sabado
2019,Jain,solista,Femenino,francia,Acer Stage,60 minutos,no,domingo
2019,Jefe indio,Banda,Masculino,chile,Heineken Lounge Stage,60 minutos,no,domingo
2019,Jet Lag,Banda,Masculino,brazil,Perry's Stage by VTR	,60 minutos,no,Sabado
2019,Joe Vasconcellos,solista,Masculino,chile,Lotus Stage,60 minutos,no,domingo
2019,Jorja Smith,solista,Femenino,reino Unido,Acer Stage,60 minutos,no,viernes
2019,Juanes,solista,Masculino,Colombia,VTR Stage,60 minutos,no,domingo
2019,Julia Victoria,solista,Femenino,Colombia,Aldea Verde Stage,45 minutos,no,Sabado
2019,Kaleema,solista,Femenino,argentina,Aldea Verde Stage,45 minutos,no,viernes
2019,Kamasi Washington,solista,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,no,Sabado
2019,Keko Yoma,Banda,Masculino,chile,Aldea Verde Stage,45 minutos,no,domingo
2019,Kendrick Lamar,Solista,Masculino,estados Unidos,VTR Stage,75 minutos,si,viernes
2019,Kevinho,solista,Masculino,brazil,Perry's Stage by VTR	,60 minutos,no,viernes
2019,Khea,solista,Masculino,argentina,Perry's Stage by VTR	,60 minutos,no,domingo
2019,Kidd Keo,solista,Masculino,españa,Perry's Stage by VTR	,60 minutos,no,viernes
2019,Kingo Roots & Ras Kadhu,Banda,Masculino,chile,Aldea Verde Stage,45 minutos,no,Sabado
2019,KSHMR,solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,viernes
2019,Kungs,solista,Masculino,francia,Perry's Stage by VTR	,60 minutos,no,viernes
2019,La Floripondio,Banda,Masculino,chile,Lotus Stage,60 minutos,no,domingo
2019,La Vela Puerca,Banda,Masculino,uruguay,Banco de Chile Stage,60 minutos,no,domingo
2019,Lany ,Banda,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,no,viernes
2019,Lenny kravtiz,solista,Masculino,estados Unidos,Banco de Chile Stage,90 minutos,si,viernes
2019,Los Frutantes,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2019,Los Frutantes,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,Sabado
2019,Los pulentos,Banda,Mixto,chile,Kidzapalooza,60 minutos,no,viernes
2019,Los pulentos,Banda,Mixto,chile,Kidzapalooza,60 minutos,no,Sabado
2019,Los Tres,Banda,Masculino,chile,Banco de Chile Stage,60 minutos,no,viernes
2019,Loud Luxury,Banda,Masculino,canada,Perry's Stage by VTR	,60 minutos,no,domingo
2019,Macklemore,solista,Masculino,estados Unidos,Acer Stage,60 minutos,no,domingo
2019,Marcela Thais,solista,Femenino,chile,Heineken Lounge Stage,60 minutos,no,domingo
2019,Melanie Ribbe,solista,Femenino,Alemania,Heineken Lounge Stage,75 minutos,no,viernes
2019,Monsieur Periné,Banda,Mixto,Colombia,VTR Stage,60 minutos,no,Sabado
2019,Natalia Contesse,solista,Femenino,chile,Aldea Verde Stage,45 minutos,no,domingo
2019,newen afrobeat,Banda,Mixto,chile,Aldea Verde Stage,45 minutos,no,domingo
2019,Nicola Cruz,solista,Masculino,ecuador,Aldea Verde Stage,75 minutos,no,viernes
2019,Nova Materia,Banda,Mixto,chile,Aldea Verde Stage,60 minutos,no,Sabado
2019,odesza,Banda,Masculino,estados Unidos,Acer Stage,75 minutos,no,Sabado
2019,Omar Varela,solista,Masculino,argentina,Perry's Stage by VTR	,60 minutos,no,domingo
2019,Paloma Mami,solista,Femenino,chile,Lotus Stage,20 minutos,no,Sabado
2019,Parcels,Banda,Masculino,Australia,Acer Stage,45 minutos,no,domingo
2019,Paulo Londra,solista,Masculino,argentina,Acer Stage,60 minutos,no,viernes
2019,Pillanes,Banda,Masculino,chile,Acer Stage,45 minutos,no,Sabado
2019,Playa Gotica,Banda,Mixto,chile,Acer Stage,45 minutos,no,viernes
2019,Pol del Sur,solista,Masculino,chile,Heineken Lounge Stage,60 minutos,no,Sabado
2019,Polima Westcoast,solista,Masculino,chile,Perry's Stage by VTR	,45 minutos,no,domingo
2019,Portugal The Man,Banda,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,no,Sabado
2019,Post Malone,solista,Masculino,estados Unidos,Banco de Chile Stage,90 minutos,no,Sabado
2019,Protoje & the Indignation,solista,Masculino,Jamaica,Acer Stage,60 minutos,no,sabado
2019,R21 Charly Alberti,solista,Masculino,argentina,Kidzapalooza,45 minutos,no,Sabado
2019,Red Rabbit,solista,Masculino,chile,Heineken Lounge Stage,60 minutos,no,viernes
2019,RL Grime,solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,sabado
2019,Rosalia,solista,Femenino,españa,Acer Stage,60 minutos,no,domingo
2019,Rubio,solista,Femenino,chile,Aldea Verde Stage,45 minutos,no,Sabado
2019,Rufus du sol,Banda,Masculino,Australia,Acer Stage,60 minutos,no,Sabado
2019,Sam Smith,solista,Masculino,reino Unido,Banco de Chile Stage,90 minutos,si,domingo
2019,Satori,solista,Masculino,Holanda,Aldea Verde Stage,120 minutos,no,viernes
2019,Satori,solista,Masculino,Holanda,Heineken Lounge Stage,120 minutos,no,sabado
2019,Sean Kuti,solista,Masculino,nigeria,Aldea Verde Stage,60 minutos,no,domingo
2019,Sinergia kids,Banda,Masculino,chile,Kidzapalooza,45 minutos,no,domingo
2019,Sistek,solista,Masculino,chile,Perry's Stage by VTR	,45 minutos,no,viernes
2019,Sita abellan,solista,Femenino,españa,Heineken Lounge Stage,60 minutos,no,domingo
2019,Snow Patrol,Banda,Masculino,reino Unido,VTR Stage,60 minutos,no,viernes
2019,Sophi lira,solista,Femenino,chile,Kidzapalooza,45 minutos,no,domingo
2019,St Vicent,solista,Femenino,estados Unidos,Acer Stage,60 minutos,no,domingo
2019,Steve aoki,solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,Sabado
2019,Subhira,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2019,The 1975,Banda,Masculino,reino Unido,VTR Stage,60 minutos,no,domingo
2019,The Fever 333,Banda,Masculino,estados Unidos,Acer Stage,45 minutos,no,Sabado
2019,The Inspector Cluzo,Banda,Masculino,francia,VTR Stage,45 minutos,no,viernes
2019,Tiesto,solista,Masculino,Holanda,Perry's Stage by VTR	,60 minutos,no,domingo
2019,Tokyo Ska Paradise Orchestra,Banda,Masculino,japon,Lotus Stage,60 minutos,no,viernes
2019,Tomasa del Real,solista,Femenino,chile,Lotus Stage,45 minutos,no,sabado
2019,Tribu Huni Kuin,Banda,Mixto,peru,Aldea Verde Stage,15 minutos,no,viernes
2019,Troye Sivan,solista,Masculino,Sudafrica,Banco de Chile Stage,60 minutos,no,domingo
2019,Twenty one pilots,Banda,Masculino,estados Unidos,VTR Stage,90 minutos,si,Sabado
2019,Valentino Khan,solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,Sabado
2019,Valesuchi,solista,Femenino,chile,Aldea Verde Stage,120 minutos,no,Sabado
2019,Valesuchi,solista,Femenino,chile,Heineken Lounge Stage,90 minutos,no,domingo
2019,Vicentico,solista,Masculino,argentina,Banco de Chile Stage,60 minutos,no,viernes
2019,years & years,Banda,Masculino,reino Unido,Banco de Chile Stage,60 minutos,no,sabado
2019,Zaturno & Sole,Banda,Mixto,chile,Banco de Chile Stage,45 minutos,no,sabado
2019,Zhu,solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,domingo
2019,Ziggy marley,solista,Masculino,Jamaica,VTR Stage,60 minutos,no,Sabado
2022,070 Shake,solista,Femenino,estados Unidos,Axe Stage,60 minutos,no,domingo
2022,A Day To Remember,Banda,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,no,Sabado
2022,Alan Walker,solista,Masculino,noruega,Perry's Stage by VTR	,60 minutos,no,domingo
2022,Alessia Cara,solista,Femenino,canada,Axe Stage,60 minutos,no,viernes
2022,Alesso,solista,Masculino,suecia,Perry's Stage by VTR	,60 minutos,no,Sabado
2022,alexisonfire,Banda,Masculino,canada,Axe Stage,60 minutos,no,viernes
2022,Alok,solista,Masculino,brazil,Perry's Stage by VTR	,60 minutos,no,domingo
2022,Antonima,solista,Femenino,chile,Aldea Verde Stage,45 minutos,no,viernes
2022,Asap Rocky,solista,Masculino,estados Unidos,Banco de Chile Stage,75 minutos,si,Sabado
2022,Ashniko,solista,Femenino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,domingo
2022,Astropoetas,Banda,Masculino,chile,Kidzapalooza,45 minutos,no,domingo
2022,Banda Porota,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2022,batalla de gallos,Banda,Mixto,chile,Aldea Verde Stage,45 minutos,no,Sabado
2022,bbs paranoicos,Banda,Masculino,chile,Axe Stage,60 minutos,no,Sabado
2022,Beto Cuevas,solista,Masculino,chile,Axe Stage,60 minutos,no,Sabado
2022,Bitman,solista,Masculino,chile,Lotus Stage,45 minutos,no,domingo
2022,BMF Squad,Banda,Mixto,chile,Aldea Verde Stage,60 minutos,no,domingo
2022,Bocho,solista,Masculino,chile,Banco de Chile Stage,45 minutos,no,viernes
2022,Boombox Cartel,solista,Masculino,mexico,Perry's Stage by VTR	,60 minutos,no,Sabado
2022,C-funk,solista,Masculino,chile,Lotus Stage,45 minutos,no,domingo
2022,Cami,solista,Femenino,chile,VTR Stage,60 minutos,no,Sabado
2022,Camila Moreno,solista,Femenino,chile,Lotus Stage,60 minutos,no,viernes
2022,catana,solista,Femenino,chile,Aldea Verde Stage,45 minutos,no,Sabado
2022,Ceaese,solista,Masculino,chile,Perry's Stage by VTR	,60 minutos,no,Sabado
2022,Channel Tres,solista,Masculino,estados Unidos,Perry's Stage by VTR	,60 minutos,no,viernes
2022,Chris Lake,solista,Masculino,reino Unido,Perry's Stage by VTR	,60 minutos,no,domingo
2022,Cimafunk,solista,Masculino,cuba,Axe Stage,45 minutos,no,domingo
2022,Cuenta Carton,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2022,Cultura Profetica,Banda,Masculino,puerto rico,Banco de Chile Stage,60 minutos,no,viernes
2022,Daboom,solista,Masculino,chile,Kidzapalooza,45 minutos,no,Sabado
2022,Delic,solista,Femenino,Holanda,Lotus Stage,45 minutos,no,viernes
2022,Deorro,solista,Masculino,mexico,Perry's Stage by VTR	,60 minutos,no,Sabado
2022,Doja Cat,solista,Femenino,estados Unidos,Banco de Chile Stage,60 minutos,si,domingo
2022,Drefquila,solista,Masculino,chile,VTR Stage,45 minutos,no,Domingo
2022,Dulce y agraz,solista,Femenino,chile,Lotus Stage,45 minutos,no,viernes
2022,Fernando Milagros,solista,Masculino,chile,Axe Stage,45 minutos,no,viernes
2022,Flor de Rap,solista,Femenino,chile,Aldea Verde Stage,60 minutos,no,viernes
2022,Foo Fighters,Banda,Masculino,estados Unidos,VTR Stage,120 minutos,si,viernes
2022,Francisco Victoria,solista,Masculino,chile,Aldea Verde Stage,45 minutos,no,viernes
2022,Ghetto kids,Banda,Masculino,mexico,Perry's Stage by VTR	,45 minutos,no,domingo
2022,Girl Ultra,solista,Femenino,mexico,Lotus Stage,45 minutos,no,domingo
2022,Golden Dawn Arkestra,Banda,Mixto,estados Unidos,Aldea Verde Stage,60 minutos,no,domingo
2022,Goldfish,Banda,Masculino,Sudafrica,Perry's Stage by VTR	,60 minutos,no,Sabado
2022,Harry Nach,solista,Masculino,chile,Perry's Stage by VTR	,45 minutos,no,viernes
2022,Hoppo!,solista,Masculino,mexico,Lotus Stage,60 minutos,no,Sabado
2022,IDLES,Banda,Masculino,reino Unido,VTR Stage,60 minutos,no,viernes
2022,Inti historico Quilapayun ,Banda,Masculino,chile,Lotus Stage,45 minutos,no,domingo
2022,Jack Harlow,solista,Masculino,estados Unidos,Axe Stage,60 minutos,no,domingo
2022,Javiera Mena,solista,Femenino,chile,Lotus Stage,60 minutos,no,Sabado
2022,Javiera y los imposibles,Banda,Mixto,chile,VTR Stage,60 minutos,no,Sabado
2022,Jean Paul Olhaberry,solista,Masculino,chile,Kidzapalooza,35 minutos,no,domingo
2022,Jesse Baez,solista,Masculino,mexico,Perry's Stage by VTR	,45 minutos,no,Sabado
2022,Jhay Cortez,solista,Masculino,puerto rico,VTR Stage,60 minutos,no,viernes
2022,Jotape Psycho,solista,Masculino,chile,Perry's Stage by VTR	,30 minutos,no,Sabado
2022,Justin Quiles,solista,Masculino,Colombia,Perry's Stage by VTR	,60 minutos,no,viernes
2022,JXDN,solista,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,no,domingo
2022,Kalfu,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2022,Kaytranada,solista,Masculino,canada,Perry's Stage by VTR	,60 minutos ,no,viernes
2022,kehlani,solista,Femenino,estados Unidos,Axe Stage,60 minutos,no,domingo
2022,Kidd Teton,solista,Masculino,chile,Perry's Stage by VTR	,45 minutos,no,viernes
2022,Liz Santibañez,solista,Femenino,chile,Aldea Verde Stage,30 minutos,no,Sabado
2022,Los Fi,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2022,Los Frutantes,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,Sabado
2022,Los Patapela,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2022,Los pulentos,Banda,Mixto,chile,Kidzapalooza,60 minutos,no,Sabado
2022,LP,solista,Masculino,estados Unidos,VTR Stage,60 minutos,no,domingo
2022,Lucybell,Banda,Masculino,chile,Lotus Stage,45 minutos,no,domingo
2022,Machine Gun Kelly,solista,Masculino,estados Unidos,VTR Stage,75 minutos,no,domingo
2022,Marc Segui,solista,Masculino,españa,Axe Stage,45 minutos,no,domingo
2022,Marcianeke,solista,Masculino,chile,Perry's Stage by VTR	,60 minutos,no,domingo
2022,Mariel Mariel,solista,Femenino,chile,Banco de Chile Stage,45 minutos,no,domingo
2022,Marina,solista,Femenino,reino Unido,Axe Stage,60 minutos,no,Sabado
2022,Marky Ramone,solista,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,no,viernes
2022,Martin Garrix,solista,Masculino,Holanda,Banco de Chile Stage,75 minutos,si,viernes
2022,Micro TDH,solista,Masculino,venezuela,Aldea Verde Stage,60 minutos,no,domingo
2022,Miley Cirus,solista,Femenino,estados Unidos,VTR Stage,90 minutos,si,Sabado
2022,Nakeye,solista,Masculino,chile,Aldea Verde Stage,45 minutos,no,domingo
2022,Nicki Nicole,solista,Femenino,argentina,Banco de Chile Stage,60 minutos,no,domingo
2022,Pablo Chille,solista,Masculino,chile,Perry's Stage by VTR	,60 minutos,no,Sabado
2022,Pablo vittar,solista,Masculino,brazil,Perry's Stage by VTR	,60 minutos,no,viernes
2022,Pascuala illabaca y la fauna,Banda,Femenino,chile,Axe Stage,45 minutos,no,Sabado
2022,Paula Cendejas,solista,Femenino,españa,Lotus Stage,45 minutos,no,viernes
2022,Pedro Piedra,solista,Masculino,chile,Lotus Stage,60 minutos,no,Sabado
2022,Peppa Pig,solista,Femenino,reino Unido,Kidzapalooza,35 minutos,no,Sabado
2022,Polima Westcoast & Galee Galee ,Banda,Masculino,chile,Perry's Stage by VTR	,60 minutos,no,viernes
2022,Power Peralta,Banda,Masculino,chile,Perry's Stage by VTR	,45 minutos,no,domingo
2022,Princesa Alba,solista,Femenino,chile,Perry's Stage by VTR	,45 minutos,no,domingo
2022,Rawayana,Banda,Masculino,venezuela,Banco de Chile Stage,60 minutos,no,Sabado
2022,Remi Wolf,solista,Femenino,estados Unidos,Axe Stage,60 minutos,no,viernes
2022,Rubio,solista,Femenino,chile,Lotus Stage,60 minutos,no,Sabado
2022,Saiko,Banda,Mixto,chile,Aldea Verde Stage,60 minutos,no,viernes
2022,School of Rock,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2022,School of Rock,Banda,Mixto,estados Unidos,Kidzapalooza,45 minutos,no,domingo
2022,Silvestre y la naranja,Banda,Masculino,argentina,Aldea Verde Stage,45 minutos,no,domingo
2022,Slowkiss,Banda,Mixto,chile,Axe Stage,30 minutos,no,Sabado
2022,Soufia,solista,Femenino,chile,Lotus Stage,45 minutos,no,Sabado
2022,Soul de lua,Banda,Femenino,chile,Banco de Chile Stage,30 minutos,no,Sabado
2022,Stefan Kramer,solista,Masculino,chile,VTR Stage,60 minutos,no,Domingo
2022,Tai Verdes,solista,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,no,Sabado
2022,Temple Agents,Banda,Masculino,chile,Aldea Verde Stage,45 minutos,no,viernes
2022,The Alive,Banda,Masculino,estados Unidos,VTR Stage,60 minutos,no,viernes
2022,The Strokes,Banda,Masculino,estados Unidos,VTR Stage,90 minutos,si,domingo
2022,The Wombats,Banda,Masculino,reino Unido,VTR Stage,60 minutos,no,viernes
2022,Tiago PZK,solista,Masculino,argentina,Axe Stage,60 minutos,no,Sabado
2022,Tiro de Gracia,Banda,Masculino,chile,VTR Stage,45 minutos,no,Sabado
2022,Toto La momposina,solista,Femenino,Colombia,Lotus Stage,45 minutos,no,viernes
2022,Trueno,solista,Masculino,argentina,Perry's Stage by VTR	,60 minutos,no,viernes
2022,Turnstile,Banda,Masculino,estados Unidos,VTR Stage,60 minutos,no,Sabado
2022,Two Feet,solista,Masculino,estados Unidos,Axe Stage,60 minutos,no,domingo
2022,yorka,Banda,Femenino,chile,Aldea Verde Stage,60 minutos,no,Sabado
2023,Alain Johannes Trio,banda,Masculino,chile,aldea Verde Stage,60 minutos,no,domingo
2023,Alectrofobia,banda,Mixto,chile,aldea Verde Stage,45 minutos,no,domingo
2023,Alex Anwandter,solista,Masculino,chile,Costanera Center Stage,45 minutos,no,Domingo
2023,Alison Wonderland,solista,Femenino,Australia,Perry Stage by Costanera Center,60 minutos,no,Sabado
2023,Alvaro Diaz,solista,Masculino,puerto rico,Perry Stage by Costanera Center,60 minutos,no,domingo
2023,Angelo Pierattini,solista,Masculino,chile,Aldea Verde Stage,45 minutos,no,viernes
2023,Armin Van Buuren,solista,Masculino,Holanda,Perry Stage by Costanera Center,75 minutos,no,Sabado
2023,Ases Falsos,Banda,Masculino,chile,Aldea Verde Stage,60 minutos,no,Sabado
2023,Aurora,solista,Femenino,noruega,Banco de Chile Stage,60 minutos,no,Sabado
2023,Batalla de gallos,Banda,Mixto,chile,Perry Stage by Costanera Center,45 minutos,no,Sabado
2023,Benito Cerati,solista,Masculino,argentina,Axe Stage,45 minutos,no,Sabado
2023,Benjamin Walker,solista,Masculino,chile,Aldea Verde Stage,45 minutos,no,Sabado
2023,Billie Eilish,solista,Femenino,estados Unidos,Costanera Center Stage,90 minutos,no,viernes
2023,Caleuchistico,banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2023,Chini.png,solista,Femenino,chile,Axe Stage,45 minutos,no,viernes
2023,Cigarettes After House,Banda,Masculino,estados Unidos,Axe Stage,60 minutos,no,Sabado
2023,Claptone,Banda,Masculino,Alemania,Perry Stage by Costanera Center,75 minutos,no,viernes
2023,Clemente,solista,Masculino,chile,Aldea Verde Stage,45 minutos,no,Sabado
2023,Codigo Abierto,Banda,Masculino,chile,Aldea Verde Stage,45 minutos,no,Sabado
2023,Conan Gray,solista,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,no,viernes
2023,Conociendo Rusia,Banda,Mixto,argentina,Banco de Chile Stage,45 minutos,no,viernes
2023,Cris Mj,solista,Masculino,chile,Perry Stage by Costanera Center,60 minutos,no,Sabado
2023,Danny Ocean,solista,Masculino,venezuela,Banco de Chile Stage,60 minutos,no,Sabado
2023,Dillom,solista,Masculino,argentina,Perry Stage by Costanera Center,45 minutos,no,viernes
2023,Drake,solista,Masculino,canada,Costanera Center Stage,90 minutos,si,Sabado
2023,DT Bilardo,solista,Masculino,argentina,Perry Stage by Costanera Center,45 minutos ,no,domingo
2023,El Barco Volador,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2023,El Cruce,Banda,Masculino,chile,Aldea Verde Stage,45 minutos,no,viernes
