Año,Artista,Composición,Género,nacionalidad,escenario,tiempo / escenario,headliner,Dia 
2023,El Kuelgue,Banda,Masculino,argentina,Costanera Center Stage,45 minutos,no,Sabado
2023,Elsa y Elmar,solista,Femenino,Colombia,Banco de Chile Stage,45 minutos,si,viernes
2023,Francisco El Hombre,Banda,Mixto,mexico,Aldea Verde Stage,45 minutos,no,viernes
2023,Friolento,Banda,Masculino,chile,Axe Stage,45 minutos,no,viernes
2023,go go gallo pipe,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,Sabado
2023,Gorgon City,Banda,Masculino,reino Unido,Perry Stage by Costanera Center,75 minutos,no,viernes
2023,Gufi,banda,Masculino,chile,aldea Verde Stage,45 minutos,no,domingo
2023,Hola Flinko,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2023,Hot Milk,Banda,Masculino,reino Unido,Axe Stage,60 minutos,no,viernes
2023,Jamie XX,solista,Masculino,reino Unido,Perry Stage by Costanera Center,75 minutos,no,domingo
2023,Jane´s Addiction,banda,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,no,domingo
2023,John Summit,solista,Masculino,estados Unidos,Perry Stage by Costanera Center,60 minutos,no,Sabado
2023,Kali Uchis,solista,Femenino,estados Unidos,Costanera Center Stage,60 minutos,no,viernes
2023,King Savagge,solista,Masculino,chile,Perry Stage by Costanera Center,45 minutos,no,domingo
2023,Lil Nas X,solista,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,si,viernes
2023,Lit Killah,solista,Masculino,argentina,Axe Stage,60 minutos,no,domingo
2023,Louta,solista,Masculino,argentina,Banco de Chile Stage,45 minutos,no,Sabado
2023,Loyaltty,solista,Femenino,chile,Perry Stage by Costanera Center,30 minutos,no,viernes
2023,Lyra,solista,Femenino,chile,Kidzapalooza,30 minutos,no,domingo
2023,Madds,solista,Femenino,sudafrica,Perry Stage by Costanera Center,45 minutos,no,Sabado
2023,Malamen,banda,Masculino,chile,aldea Verde Stage,45 minutos,no,domingo
2023,Marilina Bertoldi,solista,Femenino,argentina,Axe Stage,45 minutos,no,Sabado
2023,Masquemusica,solista,Femenino,chile,Axe Stage,30 minutos,no,Sabado
2023,Maus,solista,Masculino,estados Unidos,Perry Stage by Costanera Center,45 minutos,no,Sabado
2023,Melani Ribbe,solista,Femenino,jamaica,Perry Stage by Costanera Center,45 minutos,no,Sabado
2023,Melanie Martinez,solista,Femenino,estados Unidos,Axe Stage,60 minutos,no,domingo
2023,mi perro chocolo,solista,Masculino,chile,Kidzapalooza,45 minutos,no,domingo
2023,Modest Mouse,Banda,Masculino,estados Unidos,Axe Stage,60 minutos,no,viernes
2023,Mora,solista,Masculino,puerto rico,Banco de Chile Stage,60 minutos,no,viernes
2023,Mother Mother,Banda,Mixto,canada,Costanera Center Stage,60 minutos,no,viernes
2023,Nano Stern,solista,Masculino,chile,Kidzapalooza,45 minutos,no,Sabado
2023,Nano Stern,solista,Masculino,chile,Axe Stage,45 minutos,no,domingo
2023,Nora en Pure,solista,Femenino,sudafrica,Perry Stage by Costanera Center,45 minutos,no,viernes
2023,Ottto,banda,Masculino,estados Unidos,Banco de Chile Stage,45 minutos,no,domingo
2023,Pablito Pesadilla,solista,Masculino,chile,Perry Stage by Costanera Center,30 minutos,no,domingo
2023,Paillita,solista,Masculino,chile,Costanera Center Stage,45 minutos,no,viernes
2023,Panico,banda,Mixto,chile,Axe Stage,60 minutos,no,domingo
2023,Perro Chocolo,solista,Masculino,chile,Kidzapalooza,45 minutos,no,viernes
2023,Pettinelis,Banda,Masculino,chile,Costanera Center Stage,60 minutos,no,Sabado
2023,Plumas,banda,Masculino,chile,Axe Stage,45 minutos,no,domingo
2023,Polo & Pan,Banda,Masculino,francia,Axe Stage,60 minutos,no,viernes
2023,Purple Disco Machine,solista,Masculino,alemania,Perry Stage by Costanera Center,60 minutos,no,domingo
2023,Rise Against,Banda,Masculino,estados Unidos,Axe Stage,60 minutos,no,viernes
2023,Rojuu,solista,Masculino,españa,Perry Stage by Costanera Center,45 minutos,no,viernes
2023,Rosalia,solista,Femenino,españa,Banco de Chile Stage,75 minutos,si,Sabado
2023,Rvyo,solista,Femenino,chile,Perry Stage by Costanera Center,30 minutos,no,domingo
2023,Ryan Castro,solista,Masculino,Colombia,Perry Stage by Costanera Center,60 minutos,no,viernes
2023,Samsara,banda,Masculino,chile,aldea Verde Stage,45 minutos,no,domingo
2023,School of Rock,Banda,Mixto,chile,Kidzapalooza,30 minutos,no,Sabado
2023,Shirel,solista,Femenino,peru,Perry Stage by Costanera Center,30 minutos,no,viernes
2023,Sinergia kids,Banda,Masculino,chile,Kidzapalooza,45 minutos,no,Sabado
2023,Sofi Tukker,solista,Femenino,estados Unidos,Axe Stage,60 minutos,no,domingo
2023,Sofia Gabanna,solista,Femenino,argentina,Costanera Center Stage,30 minutos,no,viernes
2023,Spiral Vortex,Banda,Masculino,chile,Costanera Center Stage,45 minutos,no,Domingo
2023,Stailok,solista,Masculino,chile,Costanera Center Stage,30 minutos,no,Sabado
2023,Suki Waterhouse,solista,Femenino,reino Unido,Axe Stage,60 minutos,no,Sabado
2023,Tame Impala,banda,Masculino,Australia,Banco de Chile Stage,90 minutos,si,domingo
2023,The 1975,Banda,Masculino,reino Unido,Costanera Center Stage,60 minutos,no,domingo
2023,The Rose,Banda,Masculino,corea del sur,Axe Stage,60 minutos,no,Sabado
2023,Tikitkiklip,Banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2023,Tikitkiklip,banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2023,Tokischa,solista,Femenino,republica dominicana,Perry Stage by Costanera Center,60 minutos,no,viernes
2023,Tom D. Rocka,solista,Masculino,chile,Aldea Verde Stage,45 minutos,no,viernes
2023,Tove Lo,solista,Femenino,suecia,Costanera Center Stage,60 minutos,no,Sabado
2023,Twenty One Pilots,banda,Masculino,estados Unidos,Costanera Center Stage,90 minutos,si,domingo
2023,Usted Señalemelo,Banda,Masculino,argentina,Costanera Center Stage,45 minutos,no,viernes
2023,Vicente Cifuentes,solista,Masculino,chile,Aldea Verde Stage,45 minutos,no,viernes
2023,Villano Antillano,solista,Femenino,puerto rico,Banco de Chile Stage,45 minutos,no,Sabado
2023,Wallows,Banda,Masculino,estados Unidos,Costanera Center Stage,60 minutos,no,domingo
2023,Yael Meyer,solista,Femenino,chile,Aldea Verde Stage,45 minutos,no,Sabado
2023,Young Cister,solista,Masculino,chile,Costanera Center Stage,45 minutos,no,Sabado
2023,Young Miko,solista,Femenino,puerto rico,Perry Stage by Costanera Center,45 minutos,no,Sabado
2023,YSY A,solista,Masculino,argentina,Perry Stage by Costanera Center,60 minutos,no,domingo
2023,Yungblud,solista,Masculino,reino Unido,Banco de Chile Stage,60 minutos,no,domingo
2024,Above & Beyond,banda,Masculino,reino Unido,Perry's Stage by Cenco Malls,60 minutos,no,domingo
2024,Akriila,solista,Femenino,chile,Perry's Stage by Cenco Malls,45 minutos,no,viernes
2024,Alejo,solista,Masculino,puerto rico,Perry's Stage by Cenco Malls,45 minutos,no,domingo
2024,Ambar Luna,solista,Femenino,chile,Lotus Stage,45 minutos,no,domingo
2024,Ana Tijoux,solista,Femenino,chile,Alternative Stage,60 minutos,no,domingo
2024,Andres Nusser,solista,Masculino,chile,Lotus Stage,45 minutos,no,sabado
2024,Arcade Fire,banda,Mixto,canada,Banco de Chile Stage,90 minutos,si,sabado
2024,Aura Bae,solista,Femenino,chile,Perry's Stage by Cenco Malls,30 minutos,no,sabado
2024,Bad Milk,solista,Femenino,Colombia,Perry's Stage by Cenco Malls,45 minutos,no,viernes
2024,Batalla de gallos,banda,Mixto,chile,Lotus Stage,60 minutos,no,sabado
2024,BB Trickz,solista,Femenino,españa,Alternative Stage,30 minutos,no,sabado
2024,Bhavi,solista,Masculino,argentina,Perry's Stage by Cenco Malls,45 minutos,no,viernes
2024,Blink-182,banda,Masculino,estados Unidos,cenco Mall Stage,90 minutos,si,sabado
2024,Bratty,solista,Femenino,mexico,Cenco Mall Stage,45 minutos,no,viernes
2024,Cami ,solista,Femenino,chile,Alternative Stage,60 minutos,no,sabado
2024,Ceaese,solista,Masculino,chile,Perry's Stage by Cenco Malls,45 minutos,no,viernes
2024,Chyste Mc,solista,Masculino,chile,Banco de Chile Stage,45 minutos,no,domingo
2024,Congreso,banda,Masculino,chile,Lotus Stage,60 minutos,no,domingo
2024,Dalex,solista,Masculino,estados Unidos,Perry's Stage by Cenco Malls,60 minutos,no,Sabado
2024,Dayglow,solista,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,no,viernes
2024,De tu cuna a tu tumba,banda,Mixto,chile,Kidzapalooza,45 minutos,no,sabado
2024,Denisse Rosenthal,solista,Femenino,chile,cenco Mall Stage,45 minutos,no,domingo
2024,Diamante Electrico,banda,Masculino,Colombia,Lotus Stage,60 minutos,no,viernes
2024,Diplo,solista,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,no,Sabado
2024,Diplo,solista,Masculino,estados Unidos,Perry's Stage by Cenco Malls,60 minutos,no,sabado
2024,Dj Tee,solista,Masculino,chile,Perry's Stage by Cenco Malls,45 minutos,no,Sabado
2024,Dj Who,solista,Masculino,chile,Perry's Stage by Cenco Malls,60 minutos,no,domingo
2024,Dom Dolla,solista,Masculino,estados Unidos,Perry's Stage by Cenco Malls,60 minutos,no,Sabado
2024,Dombresky,solista,Masculino,estados Unidos,Perry's Stage by Cenco Malls,60 minutos,no,viernes
2024,Easykid,solista,Masculino,chile,Perry's Stage by Cenco Malls,75 minutos,no,domingo
2024,El Barco Volador,banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2024,El Mato un Policia Motorizado,banda,Masculino,argentina,Alternative Stage,60 minutos,no,viernes
2024,El significado de las flores,banda,Mixto,chile,Lotus Stage,30 minutos,no,viernes
2024,Estoy Bien,banda,Masculino,chile,Alternative Stage,30 minutos,no,domingo
2024,Facebrooklyn,solista,Masculino,chile,Alternative Stage,45 minutos,no,domingo
2024,Farmacos,banda,Masculino,chile,Alternative Stage,45 minutos,no,sabado
2024,Feid,solista,Masculino,Colombia,Cenco Mall Stage,90 minutos,si,viernes
2024,Fletcher,solista,Femenino,chile,cenco Mall Stage,60 minutos,no,sabado
2024,Florian,solista,Masculino,argentina,Alternative Stage,45 minutos,no,viernes
2024,Francisca Valenzuela,solista,Femenino,chile,Banco de Chile Stage,60 minutos,no,sabado
2024,Francisco Victoria,solista,Masculino,chile,Lotus Stage,45 minutos,no,Sabado
2024,Gale,solista,Femenino,puerto rico,Banco de Chile Stage,45 minutos,no,viernes
2024,Glup!,banda,Masculino,chile,cenco Mall Stage,45 minutos,no,Sabado
2024,Gonzalo Yañez,solista,Masculino,chile,Alternative Stage,30 minutos,no,domingo
2024,Grupo frontera,banda,Masculino,mexico,Banco de Chile Stage,60 minutos,no,domingo
2024,Guaypes Club,banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2024,Hola Flinko,banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2024,Hozier,solista,Masculino,Irlanda,Banco de Chile Stage,60 minutos,no,viernes
2024,Jere Klein,solista,Masculino,chile,cenco Mall Stage,60 minutos,no,domingo
2024,Jessie Reyez,solista,Femenino,canada,Cenco Mall Stage,60 minutos,no,viernes
2024,Jose Madero,solista,Masculino,mexico,Alternative Stage,60 minutos,no,Sabado
2024,Jungle,banda,Masculino,reino Unido,Banco de Chile Stage,60 minutos,no,domingo
2024,Kenia Os,solista,Femenino,mexico,Cenco Mall Stage,45 minutos,no,viernes
2024,Kidd Voodo,solista,Masculino,chile,Perry's Stage by Cenco Malls,45 minutos,no,sabado
2024,King Gizzard & the Lizard Wizard,banda,Masculino,Australia,Alternative Stage,60 minutos,no,viernes
2024,Kinmakiru,banda,Mixto,chile,Lotus Stage,30 minutos,no,domingo
2024,Laia,banda,Femenino,chile,Lotus Stage,30 minutos,no,domingo
2024,Latin Mafia,banda,Masculino,mexico,Perry's Stage by Cenco Malls,45 minutos,no,viernes
2024,Leon Larregui,solista,Masculino,mexico,Alternative Stage,45 minutos,no,viernes
2024,Limp Bizkit,banda,Masculino,estados Unidos,Banco de Chile Stage,60 minutos,si,viernes
2024,Los Mesoneros,banda,Masculino,venezuela,cenco Mall Stage,45 minutos,no,Domingo
2024,Los Miserables,banda,Masculino,chile,Lotus Stage,45 minutos,no,sabado
2024,Los Pericos,banda,Masculino,argentina,Lotus Stage,60 minutos,no,viernes
2024,Los Pulentos,banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2024,Loud Luxury,banda,Masculino,canada,Perry's Stage by Cenco Malls,60 minutos,no,domingo
2024,LSV,solista,Masculino,chile,Perry's Stage by Cenco Malls,30 minutos,no,domingo
2024,Lua Lacruz,solista,Femenino,chile,Perry's Stage by Cenco Malls,30 minutos,no,sabado
2024,Machuca,banda,Masculino,chile,Banco de Chile Stage,45 minutos,no,viernes
2024,Meduza,banda,Masculino,italia,Banco de Chile Stage,75 minutos,no,viernes
2024,MK ,solista,Masculino,estados Unidos,Perry's Stage by Cenco Malls,60 minutos,no,sabado
2024,Mombasa,banda,Mixto,chile,Kidzapalooza,45 minutos,no,sabado
2024,Monsieur Periné,banda,Mixto,Colombia,Banco de Chile Stage,60 minutos,no,Sabado
2024,Movimiento Original,banda,Masculino,chile,Alternative Stage,60 minutos,no,sabado
2024,Muerdo,solista,Masculino,españa,Alternative Stage,45 minutos,no,viernes
2024,Nicole,solista,Femenino,chile,Banco de Chile Stage,50 minutos,no,domingo
2024,Nothing But Thieves,banda,Masculino,reino Unido,Alternative Stage,60 minutos,no,domingo
2024,NSQK,solista,Masculino,mexico,Perry's Stage by Cenco Malls,45 minutos,no,domingo
2024,Omar Apollo,solista,Masculino,estados Unidos,Alternative Stage,60 minutos,no,domingo
2024,Organik,banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2024,Orquesta de la fuerza aerea,banda,Mixto,chile,Kidzapalooza,45 minutos,no,sabado
2024,Orquesta de la fuerza aerea,banda,Mixto,chile,cenco Mall Stage,30 minutos,no,Domingo
2024,Overmono,banda,Masculino,reino Unido,Perry's Stage by Cenco Malls,60 minutos,no,viernes
2024,Pablito Pesadilla,solista,Masculino,chile,Perry's Stage by Cenco Malls,45 minutos,no,sabado
2024,Payaso Plim Plim,banda,Mixto,argentina,Kidzapalooza,45 minutos,no,domingo
2024,Phoenix,banda,Masculino,francia,cenco Mall Stage,60 minutos,no,domingo
2024,Pierce The Veil,banda,Masculino,estados Unidos,Alternative Stage,60 minutos,no,viernes
2024,Rainao,solista,Femenino,puerto rico,Perry's Stage by Cenco Malls,45 minutos,no,sabado
2024,Ratoncito Dulces sueños,banda,Mixto,chile,Kidzapalooza,45 minutos,no,Sabado
2024,Saiko,solista,Masculino,españa,Perry's Stage by Cenco Malls,45 minutos,no,domingo
2024,Saiko ,banda,Mixto,chile,Lotus Stage,60 minutos,no,domingo
2024,Sam Smith,solista,Masculino,reino Unido,Banco de Chile Stage,90 minutos,si,domingo
2024,School of Rock,banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2024,SZA,solista,Femenino,estados Unidos,cenco Mall Stage,75 minutos,si,domingo
2024,Taiu,solista,Masculino,argentina,Perry's Stage by Cenco Malls,45 minutos,no,domingo
2024,Tenemos Explosivos,banda,Masculino,chile,Lotus Stage,30 minutos,no,sabado
2024,The Alive,banda,Masculino,estados Unidos,Lotus Stage,45 minutos,no,Sabado
2024,The Blaze,banda,Masculino,francia,Alternative Stage,60 minutos,no,Sabado
2024,The Driver Era,banda,Masculino,estados Unidos,Alternative Stage,60 minutos,no,domingo
2024,The Offspring,banda,Masculino,estados Unidos,cenco Mall Stage,60 minutos,no,Sabado
2024,Thirty Seconds to Mars,banda,Masculino,estados Unidos,Cenco Mall Stage,60 minutos,no,viernes
2024,Tiano Bless,solista,Masculino,chile,Lotus Stage,45 minutos,no,viernes
2024,Tikitkiklip,banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2024,Timmy Trumpet,solista,Masculino,Australia,Perry's Stage by Cenco Malls,60 minutos,no,domingo
2024,Tronic,banda,Masculino,chile,cenco Mall Stage,45 minutos,no,sabado
2024,Verito Aspirilla,solista,Femenino,Colombia,Banco de Chile Stage,45 minutos,no,sabado
2024,Ximena Sarañana,solista,Femenino,mexico,Lotus Stage,45 minutos,no,viernes
2024,Yami Safdie,solista,Femenino,argentina,Lotus Stage,45 minutos,no,domingo
2024,Zhu,solista,Masculino,estados Unidos,Perry's Stage by Cenco Malls,60 minutos,no,viernes
2025,Abrildefresa,solista,Masculino,chile,Perry's Stage by Cenco Malls,30 minutos,no,viernes
2025,Alanis Morissette,solista,Femenino,canada,Banco de Chile Stage,90 minutos,si,sabado
2025,Arde Bogota,banda,Masculino,españa,Banco de Chile Stage,45 minutos,no,domingo
2025,ARON,solista,Masculino,españa,Perry's Stage by Cenco Malls,45 minutos,no,sabado
2025,Artemas,solista,Masculino,reino Unido,Smart Fit Stage,60 minutos,no,domingo
2025,Babadu,banda,Mixto,chile,Kidzapalooza,45 minutos,no,viernes
2025,Babasonicos,banda,Masculino,argentina,cenco Mall Stage,60 minutos,no,sabado
2025,Balthvs,banda,Mixto,Colombia,Smart Fit Stage,45 minutos,no,viernes
2025,Barry Cant Swim,solista,Masculino,escocia,Perry's Stage by Cenco Malls,60 minutos,no,sabado
2025,Batalla de gallos,banda,Mixto,chile,Perry's Stage by Cenco Malls,45 minutos,no,domingo
2025,Benson Boone,solista,Masculino,estados Unidos,cenco Mall Stage,60 minutos,no,viernes
2025,Blond:ish,banda,Femenino,canada,Perry's Stage by Cenco Malls,60 minutos,no,sabado
2025,Ca7riel & Paco Amoroso,banda,Masculino,argentina,Smart Fit Stage,60 minutos,no,sabado
2025,Cancamusa,solista,Femenino,chile,Smart Fit Stage,45 minutos,no,domingo
2025,Candelabro,banda,Mixto,chile,Smart Fit Stage,30 minutos,no,domingo
2025,Caribou,solista,Masculino,canada,Smart Fit Stage,60 minutos,no,viernes
2025,Chances,banda,Masculino,chile,Banco de Chile Stage,30 minutos,no,domingo
2025,Charlotte de Witte,solista,Femenino,belgica,Perry's Stage by Cenco Malls,60 minutos,no,sabado
2025,Claudio Narea,solista,Masculino,chile,Smart Fit Stage,60 minutos,no,viernes
2025,Concierto Deltimbaltum,banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2025,Confio en tus amigos,banda,Masculino,chile,Smart Fit Stage,30 minutos,no,sabado
2025,Dante Spinetta,solista,Masculino,argentina,cenco Mall Stage,45 minutos,no,viernes
2025,Dezko,solista,Masculino,Colombia,Perry's Stage by Cenco Malls,45 minutos,no,viernes
2025,Dillom,solista,Masculino,argentina,Perry's Stage by Cenco Malls,45 minutos,no,domingo
2025,Disco Lines,solista,Masculino,estados Unidos,Perry's Stage by Cenco Malls,60 minutos,no,viernes
2025,Drefquila,solista,Masculino,chile,Perry's Stage by Cenco Malls,45 minutos,no,sabado
2025,El Malilla,solista,Masculino,mexico,Perry's Stage by Cenco Malls,45 minutos,no,sabado
2025,El Musical de Fiu,banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2025,Eladio Carrion,solista,Masculino,puerto rico,Perry's Stage by Cenco Malls,30 minutos,no,viernes
2025,Elena Rose,solista,Femenino,venezuela,Banco de Chile Stage,45 minutos,no,viernes
2025,Foster the People,banda,Masculino,estados Unidos,cenco Mall Stage,60 minutos,no,sabado
2025,Francisco Victoria,solista,Masculino,chile,Smart Fit Stage,45 minutos,no,sabado
2025,Girl in Red,solista,Femenino,noruega,Banco de Chile Stage,60 minutos,no,viernes
2025,Hordatoj,solista,Masculino,chile,Perry's Stage by Cenco Malls,45 minutos,no,sabado
2025,Indios,banda,Masculino,argentina,cenco Mall Stage,45 minutos,no,viernes
2025,Inhaler,banda,Masculino,Irlanda,Banco de Chile Stage,60 minutos,no,domingo
2025,Israel Vibration y Roots Radics,banda,Masculino,jamaica,Smart Fit Stage,45 minutos,no,domingo
2025,James Hype,solista,Masculino,reino Unido,Perry's Stage by Cenco Malls,60 minutos,no,viernes
2025,Joe Vasconcellos,solista,Masculino,chile,cenco Mall Stage,60 minutos,no,viernes
2025,Justin Timberlake,solista,Masculino,estados Unidos,cenco Mall Stage,90 minutos,si,sabado
2025,Kanto,banda,Mixto,chile,Kidzapalooza,45 minutos,no,domingo
2025,Karla Grunewaldt,solista,Femenino,chile,Banco de Chile Stage,30 minutos,no,sabado
2025,Kasablanca,banda,Masculino,canada,Perry's Stage by Cenco Malls,60 minutos,no,domingo
2025,Killua97,solista,Masculino,chile,Perry's Stage by Cenco Malls,30 minutos,no,domingo
2025,kuina,solista,Femenino,chile,Perry's Stage by Cenco Malls,30 minutos,no,domingo
2025,Kya,solista,Femenino,chile,Perry's Stage by Cenco Malls,30 minutos,no,sabado
2025,L-Gante,solista,Masculino,argentina,Perry's Stage by Cenco Malls,45 minutos,no,viernes
2025,Lara Project,banda,Masculino,venezuela,Smart Fit Stage,60 minutos,no,sabado
2025,lasso,solista,Masculino,venezuela,cenco Mall Stage,60 minutos,no,sabado
2025,Los Mocosos,banda,Masculino,puerto rico,Kidzapalooza,45 minutos,no,viernes
2025,Los Petifellas,banda,Masculino,Colombia,Smart Fit Stage,45 minutos,no,viernes
2025,Los Tres,banda,Mixto,chile,cenco Mall Stage,60 minutos,no,domingo
2025,Lucybell,banda,Masculino,chile,cenco Mall Stage,60 minutos,no,domingo
2025,Marina Reche,solista,Femenino,españa,Smart Fit Stage,45 minutos,no,viernes
2025,Micheal Kiwanuka,solista,Masculino,reino Unido,Smart Fit Stage,60 minutos,no,viernes
2025,Micro TDH,solista,Masculino,venezuela,Perry's Stage by Cenco Malls,45 minutos,no,domingo
2025,Mon Laferte,solista,Femenino,chile,Smart Fit Stage,60 minutos,no,sabado
2025,Nathy Peluso,solista,Femenino,argentina,Banco de Chile Stage,60 minutos,no,sabado
2025,Nessa Barrett,solista,Femenino,estados Unidos,Smart Fit Stage,60 minutos,no,sabado
2025,Olivia Rodrigo,solista,Femenino,estados Unidos,cenco Mall Stage,90 minutos,si,viernes
2025,Ovy on the Drums,solista,Masculino,Colombia,Perry's Stage by Cenco Malls,60 minutos,no,domingo
2025,Pablopablo,solista,Masculino,españa,Smart Fit Stage,45 minutos,no,sabado
2025,Parcels,banda,Mixto,Australia,Banco de Chile Stage,60 minutos,no,sabado
2025,Polima Westcoast,solista,Masculino,chile,Perry's Stage by Cenco Malls,45 minutos,no,viernes
2025,Ratoncito Dulces sueños,banda,Mixto,chile,Kidzapalooza,45 minutos,no,sabado
2025,Rawayana,banda,Masculino,venezuela,Banco de Chile Stage,60 minutos,no,viernes
2025,resonancia eterea,banda,Masculino,chile,Banco de Chile Stage,45 minutos,no,sabado
2025,Rufus Du Sol,banda,Masculino,Australia,Banco de Chile Stage,75 minutos,si,viernes
2025,San Holo,solista,Masculino,holanda,Perry's Stage by Cenco Malls,60 minutos,no,domingo
2025,School of Rock,banda,Mixto,chile,Kidzapalooza,45 minutos,no,sabado
2025,Seamoon,solista,Femenino,chile,cenco Mall Stage,45 minutos,no,sabado
2025,Sepultura,banda,Masculino,brazil,Smart Fit Stage,60 minutos,no,domingo
2025,Shawn Mendes,solista,Masculino,canada,Banco de Chile Stage,90 minutos,si,domingo
2025,"Sherk, el musical",banda,Mixto,chile,Kidzapalooza,45 minutos,no,sabado
2025,Soulfia,solista,Femenino,chile,Banco de Chile Stage,45 minutos,no,viernes
2025,Taichu,solista,Femenino,argentina,Perry's Stage by Cenco Malls,45 minutos,no,viernes
2025,Tate Mcrae,solista,Femenino,canada,Banco de Chile Stage,60 minutos,no,domingo
2025,Teddy Swims,solista,Masculino,estados Unidos,Smart Fit Stage,60 minutos,no,domingo
2025,The Marias,banda,Mixto,estados Unidos,cenco Mall Stage,60 minutos,no,domingo
2025,Tool,banda,Masculino,estados Unidos,cenco Mall Stage,90 minutos,si,domingo
2025,Topa,solista,Masculino,argentina,Kidzapalooza,45 minutos,no,viernes
2025,Turf,banda,Masculino,argentina,cenco Mall Stage,45 minutos,no,domingo
2025,Wave to earth,banda,Masculino,corea del sur,Smart Fit Stage,60 minutos,no,domingo
2025,Wen Bros,banda,Masculino,chile,Perry's Stage by Cenco Malls,45 minutos,no,sabado
2025,Zedd,solista,Masculino,alemania,Perry's Stage by Cenco Malls,60 minutos,no,domingo